Date,Hour,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow depth,Short-wave irradiation,Electricty Total (KwH),Fans (KwH),Cooling (KwH),Heating (KwH),Lights (KwH),Interior Equipment (KwH),Holiday,Day,Month,Weekend,Season,Working_Hour
2004-01-01,1.0,37.24,88.64,1010.72,5.4,222.59,0.0,0.0,0.0,0.0,107.06,2.75,2.39,68.35,2.68,16.08,0.0,3.0,1.0,0,1,0
2004-01-01,2.0,37.02,89.75,1010.06,5.71,226.64,0.0,0.0,0.0,0.0,87.08,2.23,2.04,49.24,2.68,16.08,0.0,3.0,1.0,0,1,0
2004-01-01,3.0,36.77,90.72,1009.43,5.66,237.02,0.0,0.0,0.0,0.0,101.18,2.78,2.53,62.28,2.68,16.08,0.0,3.0,1.0,0,1,0
2004-01-01,4.0,36.97,89.88,1009.11,6.13,252.98,0.0,0.0,0.0,0.0,84.83,2.23,2.08,46.95,2.68,16.08,0.0,3.0,1.0,0,1,0
2004-01-01,5.0,36.82,90.32,1009.29,5.83,266.92,0.0,0.0,0.0,0.0,99.31,2.78,2.57,60.38,2.68,16.08,0.0,3.0,1.0,0,1,0
2004-01-01,6.0,36.1,91.57,1009.87,5.25,278.02,0.0,0.0,0.0,0.0,84.71,2.23,2.09,46.82,2.68,16.08,0.0,3.0,1.0,0,1,0
2004-01-01,7.0,35.22,93.0,1010.96,4.71,285.07,0.0,0.0,0.0,0.0,100.3,2.78,2.55,61.4,2.68,16.08,0.0,3.0,1.0,0,1,0
2004-01-01,8.0,34.39,93.97,1011.76,4.44,288.25,0.0,0.0,0.0,0.0,73.41,2.23,2.07,45.41,2.68,16.08,0.0,3.0,1.0,0,1,1
2004-01-01,9.0,33.4,94.87,1012.27,4.29,290.66,0.0,0.0,0.0,0.0,68.75,2.78,2.61,44.58,2.68,16.08,0.0,3.0,1.0,0,1,1
2004-01-01,10.0,32.47,94.86,1013.1,4.13,293.52,0.0,0.0,0.0,0.0,49.66,2.23,2.26,26.41,2.68,16.08,0.0,3.0,1.0,0,1,1
2004-01-01,11.0,31.87,92.44,1014.37,4.12,297.71,0.0,0.0,0.0,0.0,53.67,2.43,2.28,30.18,2.68,16.08,0.0,3.0,1.0,0,1,1
2004-01-01,12.0,31.14,90.98,1015.45,3.96,299.51,0.0,0.0,0.0,0.0,43.4,1.53,1.05,22.05,2.68,16.08,0.0,3.0,1.0,0,1,1
2004-01-01,13.0,31.26,88.82,1016.73,3.93,298.59,0.0,0.0,0.0,20.67,49.06,1.91,1.31,27.07,2.68,16.08,0.0,3.0,1.0,0,1,1
2004-01-01,14.0,34.39,81.61,1018.14,4.16,294.65,0.0,0.0,0.0,147.99,49.81,2.02,2.02,27.0,2.68,16.08,0.0,3.0,1.0,0,1,1
2004-01-01,15.0,37.35,72.98,1018.9,4.37,296.98,0.0,0.0,0.0,284.03,58.11,2.71,2.85,33.78,2.68,16.08,0.0,3.0,1.0,0,1,1
2004-01-01,16.0,39.33,65.96,1018.71,4.68,305.84,0.0,0.0,0.0,388.15,52.16,2.23,2.42,28.74,2.68,16.08,0.0,3.0,1.0,0,1,1
2004-01-01,17.0,40.6,63.2,1017.89,4.64,308.65,0.0,0.0,0.0,447.52,76.02,2.78,2.92,44.14,2.68,16.08,0.0,3.0,1.0,0,1,1
2004-01-01,18.0,41.79,61.44,1017.36,4.55,310.08,0.0,0.0,0.0,446.93,78.03,2.23,2.28,39.95,2.68,16.08,0.0,3.0,1.0,0,1,0
2004-01-01,19.0,42.48,61.02,1017.14,4.25,310.65,0.0,0.0,0.0,363.65,95.34,2.78,2.72,56.26,2.68,16.08,0.0,3.0,1.0,0,1,0
2004-01-01,20.0,42.24,63.79,1017.01,3.6,310.88,0.0,0.0,0.0,208.65,83.69,2.23,2.16,45.73,2.68,16.08,0.0,3.0,1.0,0,1,0
2004-01-01,21.0,40.66,74.34,1017.14,2.64,309.54,0.0,0.0,0.0,83.3,102.71,2.78,2.6,63.75,2.68,16.08,0.0,3.0,1.0,0,1,0
2004-01-01,22.0,37.45,80.13,1017.5,2.72,304.7,0.0,0.0,0.0,8.2,89.87,2.23,2.06,52.01,2.68,16.08,0.0,3.0,1.0,0,1,0
2004-01-01,23.0,36.37,80.05,1017.94,2.71,301.51,0.0,0.0,0.0,0.0,109.9,2.78,2.47,71.08,2.68,16.08,0.0,3.0,1.0,0,1,0
2004-01-01,24.0,35.92,79.42,1018.21,2.55,301.74,0.0,0.0,0.0,0.0,94.57,2.23,1.97,56.79,2.68,16.08,0.0,3.0,1.0,0,1,0
2004-01-02,1.0,35.65,78.66,1018.58,2.43,303.79,0.0,0.0,0.0,0.0,118.03,2.78,2.38,73.93,2.68,21.44,0.0,4.0,1.0,0,1,0
2004-01-02,2.0,35.8,76.95,1018.92,2.29,309.28,0.0,0.0,0.0,0.0,100.82,2.23,1.93,57.74,2.68,21.44,0.0,4.0,1.0,0,1,0
2004-01-02,3.0,36.18,73.06,1018.66,1.88,319.59,0.0,0.0,0.0,0.0,120.09,2.78,2.32,76.05,2.68,21.44,0.0,4.0,1.0,0,1,0
2004-01-02,4.0,36.68,70.29,1018.06,1.25,333.45,0.0,0.0,0.0,0.0,101.99,2.23,1.88,58.94,2.68,21.44,0.0,4.0,1.0,0,1,0
2004-01-02,5.0,36.64,69.76,1017.56,0.66,1.08,0.0,0.0,0.0,0.0,122.0,2.78,2.27,78.01,2.68,21.44,0.0,4.0,1.0,0,1,0
2004-01-02,6.0,36.16,71.12,1017.11,0.73,93.82,0.0,0.0,0.0,0.0,106.09,2.23,1.88,60.37,5.36,21.44,0.0,4.0,1.0,0,1,0
2004-01-02,7.0,34.21,78.58,1016.63,1.78,122.59,0.0,0.0,0.0,0.0,312.93,3.34,4.74,263.23,5.36,21.44,0.0,4.0,1.0,0,1,0
2004-01-02,8.0,33.39,84.51,1016.17,2.33,138.86,0.0,0.0,0.0,0.0,281.42,3.34,0.0,224.37,16.08,32.68,0.0,4.0,1.0,0,1,1
2004-01-02,9.0,35.01,84.14,1015.74,2.32,156.12,0.01,0.0,0.0,0.0,272.28,3.34,0.0,150.28,48.25,70.4,0.0,4.0,1.0,0,1,1
2004-01-02,10.0,35.82,85.34,1015.0,2.49,166.03,0.34,0.03,0.0,0.0,238.63,3.34,0.0,124.98,48.25,62.05,0.0,4.0,1.0,0,1,1
2004-01-02,11.0,35.92,89.05,1014.66,2.85,171.15,0.8,0.08,0.0,0.0,216.03,3.34,0.0,104.31,48.25,60.13,0.0,4.0,1.0,0,1,1
2004-01-02,12.0,35.96,93.16,1014.32,3.14,174.84,0.74,0.34,0.0,0.0,201.88,3.34,0.0,88.23,48.25,62.05,0.0,4.0,1.0,0,1,1
2004-01-02,13.0,36.41,94.44,1013.71,3.16,168.16,0.83,0.21,0.0,2.2,201.58,3.34,0.0,88.47,48.25,61.51,0.0,4.0,1.0,0,1,1
2004-01-02,14.0,37.49,93.72,1013.69,3.0,160.81,0.22,0.01,0.0,27.26,192.29,3.34,0.0,77.03,48.25,63.66,0.0,4.0,1.0,0,1,1
2004-01-02,15.0,40.01,91.14,1013.21,3.03,155.29,0.01,0.0,0.0,85.83,190.01,3.34,0.0,78.29,48.25,60.13,0.0,4.0,1.0,0,1,1
2004-01-02,16.0,42.1,89.35,1011.95,3.46,164.71,0.0,0.0,0.0,143.44,186.55,3.34,0.0,74.83,48.25,60.13,0.0,4.0,1.0,0,1,1
2004-01-02,17.0,44.24,86.94,1010.92,3.7,189.45,0.0,0.0,0.0,228.0,197.14,3.34,0.0,75.12,48.25,63.02,0.0,4.0,1.0,0,1,1
2004-01-02,18.0,45.72,84.15,1009.98,3.82,213.55,0.0,0.0,0.0,295.15,201.49,3.34,0.0,83.02,37.53,62.79,0.0,4.0,1.0,0,1,0
2004-01-02,19.0,46.33,82.94,1009.46,3.43,235.7,0.0,0.0,0.0,263.48,176.08,3.34,0.0,95.11,26.8,36.02,0.0,4.0,1.0,0,1,0
2004-01-02,20.0,46.2,84.16,1009.46,2.7,255.18,0.0,0.0,0.0,188.78,176.6,3.34,0.0,98.19,26.8,33.45,0.0,4.0,1.0,0,1,0
2004-01-02,21.0,44.85,89.34,1009.6,1.75,273.26,0.0,0.0,0.0,82.62,170.82,3.34,0.0,108.49,16.08,28.09,0.0,4.0,1.0,0,1,0
2004-01-02,22.0,42.33,91.34,1010.07,1.79,294.29,0.0,0.0,0.0,9.02,170.91,3.34,0.0,109.88,16.08,26.8,0.0,4.0,1.0,0,1,0
2004-01-02,23.0,42.15,90.13,1010.53,1.52,306.05,0.0,0.0,0.0,0.0,41.62,0.0,0.0,0.0,5.36,21.44,0.0,4.0,1.0,0,1,0
2004-01-02,24.0,42.48,88.34,1010.78,0.99,304.3,0.0,0.0,0.0,0.0,38.94,0.0,0.0,0.0,2.68,21.44,0.0,4.0,1.0,0,1,0
2004-01-03,1.0,42.15,88.82,1011.27,0.98,294.16,0.0,0.0,0.0,0.0,47.74,0.98,0.12,7.71,2.68,21.44,0.0,5.0,1.0,1,1,0
2004-01-03,2.0,41.65,90.01,1012.01,1.19,294.55,0.0,0.0,0.0,0.0,46.61,0.78,0.05,6.84,2.68,21.44,0.0,5.0,1.0,1,1,0
2004-01-03,3.0,42.01,88.23,1011.96,0.59,294.73,0.0,0.0,0.0,0.0,49.03,0.98,0.02,9.1,2.68,21.44,0.0,5.0,1.0,1,1,0
2004-01-03,4.0,41.58,88.62,1011.33,0.21,135.21,0.0,0.0,0.0,0.0,46.53,0.78,0.08,6.73,2.68,21.44,0.0,5.0,1.0,1,1,0
2004-01-03,5.0,41.2,89.93,1010.92,0.5,125.24,0.0,0.0,0.0,0.0,48.0,0.98,0.2,7.89,2.68,21.44,0.0,5.0,1.0,1,1,0
2004-01-03,6.0,40.59,92.32,1010.61,0.92,104.51,0.0,0.0,0.0,0.0,48.42,0.78,0.26,5.76,5.36,21.44,0.0,5.0,1.0,1,1,0
2004-01-03,7.0,39.49,95.89,1010.04,1.96,110.23,0.04,0.0,0.0,0.0,218.76,3.34,9.99,163.81,5.36,21.44,0.0,5.0,1.0,1,1,0
2004-01-03,8.0,39.74,95.99,1009.33,2.66,119.82,0.28,0.0,0.0,0.0,180.09,3.34,0.44,122.6,16.08,32.68,0.0,5.0,1.0,1,1,1
2004-01-03,9.0,40.53,95.36,1008.41,3.09,131.05,0.48,0.0,0.0,0.0,201.89,3.34,2.54,77.36,48.25,70.4,0.0,5.0,1.0,1,1,1
2004-01-03,10.0,41.0,95.97,1007.91,3.28,146.15,0.46,0.0,0.0,0.0,183.04,3.34,4.93,64.46,48.25,62.05,0.0,5.0,1.0,1,1,1
2004-01-03,11.0,41.49,96.63,1007.83,3.24,158.47,0.3,0.0,0.0,0.0,174.75,3.34,8.25,54.77,48.25,60.13,0.0,5.0,1.0,1,1,1
2004-01-03,12.0,42.1,96.66,1007.6,3.43,173.97,0.1,0.0,0.0,0.0,171.13,3.34,8.8,48.68,48.25,62.05,0.0,5.0,1.0,1,1,1
2004-01-03,13.0,42.66,96.62,1007.21,3.53,184.17,0.02,0.0,0.0,3.56,174.81,3.34,7.62,54.08,48.25,61.51,0.0,5.0,1.0,1,1,1
2004-01-03,14.0,43.57,95.44,1006.8,3.46,190.38,0.0,0.0,0.0,48.08,165.72,3.34,7.38,43.08,48.25,63.66,0.0,5.0,1.0,1,1,1
2004-01-03,15.0,45.23,93.7,1006.43,3.79,200.78,0.0,0.0,0.0,139.76,159.21,3.34,7.62,39.87,48.25,60.13,0.0,5.0,1.0,1,1,1
2004-01-03,16.0,46.72,91.9,1005.72,3.8,212.21,0.01,0.0,0.0,206.32,153.6,3.34,7.82,34.05,48.25,60.13,0.0,5.0,1.0,1,1,1
2004-01-03,17.0,47.89,90.63,1004.58,3.85,221.28,0.02,0.0,0.0,244.27,161.3,3.34,4.0,35.28,48.25,63.02,0.0,5.0,1.0,1,1,1
2004-01-03,18.0,49.03,90.14,1003.77,3.77,227.39,0.01,0.0,0.0,231.94,163.24,3.34,1.48,43.29,37.53,62.79,0.0,5.0,1.0,1,1,0
2004-01-03,19.0,50.52,89.26,1003.36,3.72,235.31,0.01,0.0,0.0,253.59,136.51,3.34,2.73,52.81,26.8,36.02,0.0,5.0,1.0,1,1,0
2004-01-03,20.0,51.13,90.12,1003.36,3.34,239.72,0.01,0.0,0.0,165.8,135.11,3.34,3.02,53.68,26.8,33.45,0.0,5.0,1.0,1,1,0
2004-01-03,21.0,50.18,93.44,1003.5,2.6,238.83,0.01,0.0,0.0,63.9,129.78,3.34,1.22,66.24,16.08,28.09,0.0,5.0,1.0,1,1,0
2004-01-03,22.0,47.77,98.34,1003.69,2.49,235.26,0.01,0.0,0.0,6.04,132.54,3.34,0.0,71.5,16.08,26.8,0.0,5.0,1.0,1,1,0
2004-01-03,23.0,46.89,100.51,1003.91,2.71,231.2,0.01,0.0,0.0,0.0,41.62,0.0,0.0,0.0,5.36,21.44,0.0,5.0,1.0,1,1,0
2004-01-03,24.0,46.47,101.19,1004.01,2.87,226.41,0.01,0.0,0.0,0.0,38.94,0.0,0.0,0.0,2.68,21.44,0.0,5.0,1.0,1,1,0
2004-01-04,1.0,45.95,101.77,1004.0,2.93,223.14,0.02,0.0,0.0,0.0,38.94,0.0,0.0,0.0,2.68,21.44,0.0,6.0,1.0,1,1,0
2004-01-04,2.0,45.73,101.62,1003.79,3.03,220.85,0.02,0.0,0.0,0.0,38.94,0.0,0.0,0.0,2.68,21.44,0.0,6.0,1.0,1,1,0
2004-01-04,3.0,46.17,100.12,1003.66,3.04,223.6,0.31,0.0,0.0,0.0,38.94,0.0,0.0,0.0,2.68,21.44,0.0,6.0,1.0,1,1,0
2004-01-04,4.0,46.35,98.99,1003.27,2.57,229.94,1.07,0.0,0.0,0.0,38.94,0.0,0.0,0.0,2.68,21.44,0.0,6.0,1.0,1,1,0
2004-01-04,5.0,46.49,98.37,1002.6,2.21,234.47,0.92,0.0,0.0,0.0,47.06,0.98,0.32,6.83,2.68,21.44,0.0,6.0,1.0,1,1,0
2004-01-04,6.0,46.78,97.3,1002.17,1.93,239.6,0.78,0.0,0.0,0.0,48.99,0.78,0.23,6.36,5.36,21.44,0.0,6.0,1.0,1,1,0
2004-01-04,7.0,47.1,96.74,1002.3,1.9,252.58,0.5,0.0,0.0,0.0,207.49,3.34,10.78,151.75,5.36,21.44,0.0,6.0,1.0,1,1,0
2004-01-04,8.0,46.85,97.6,1002.52,2.33,272.92,0.13,0.0,0.0,0.0,171.34,3.34,0.0,114.29,16.08,32.68,0.0,6.0,1.0,1,1,1
2004-01-04,9.0,46.13,98.14,1002.58,2.5,299.08,0.02,0.0,0.0,0.0,189.47,3.34,0.0,67.47,48.25,70.4,0.0,6.0,1.0,1,1,1
2004-01-04,10.0,45.75,97.47,1002.74,2.53,318.29,0.0,0.0,0.0,0.0,159.36,3.34,0.0,45.71,48.25,62.05,0.0,6.0,1.0,1,1,1
2004-01-04,11.0,45.19,97.06,1003.14,2.49,333.98,0.0,0.0,0.0,0.0,151.26,3.34,0.0,39.53,48.25,60.13,0.0,6.0,1.0,1,1,1
2004-01-04,12.0,44.62,96.47,1003.62,2.52,345.08,0.05,0.0,0.0,0.0,150.12,3.34,0.0,36.47,48.25,62.05,0.0,6.0,1.0,1,1,1
2004-01-04,13.0,44.87,94.66,1004.26,2.65,352.01,0.37,0.0,0.0,12.79,152.45,3.34,0.0,39.35,48.25,61.51,0.0,6.0,1.0,1,1,1
2004-01-04,14.0,45.91,92.21,1005.11,2.93,359.39,0.45,0.0,0.0,50.95,146.73,3.35,0.0,31.47,48.25,63.66,0.0,6.0,1.0,1,1,1
2004-01-04,15.0,46.83,90.22,1005.61,2.73,5.94,0.23,0.0,0.0,90.25,137.65,3.35,0.0,25.91,48.25,60.13,0.0,6.0,1.0,1,1,1
2004-01-04,16.0,47.71,86.61,1005.51,2.68,16.93,0.08,0.0,0.0,152.24,136.63,3.34,0.0,24.91,48.25,60.13,0.0,6.0,1.0,1,1,1
2004-01-04,17.0,48.22,82.51,1004.9,2.69,15.15,0.1,0.0,0.0,203.44,154.59,3.34,0.0,32.57,48.25,63.02,0.0,6.0,1.0,1,1,1
2004-01-04,18.0,47.73,83.16,1004.87,3.0,7.31,0.24,0.0,0.0,153.52,164.01,3.37,0.0,45.5,37.53,62.79,0.0,6.0,1.0,1,1,0
2004-01-04,19.0,47.25,83.95,1004.91,3.24,14.18,0.25,0.0,0.0,128.29,138.84,3.34,0.0,57.87,26.8,36.02,0.0,6.0,1.0,1,1,0
2004-01-04,20.0,46.53,84.65,1004.95,3.52,23.31,0.1,0.0,0.0,107.34,140.44,3.34,0.0,62.03,26.8,33.45,0.0,6.0,1.0,1,1,0
2004-01-04,21.0,45.43,87.1,1005.15,3.49,30.09,0.17,0.0,0.0,42.86,136.87,3.34,0.0,74.55,16.08,28.09,0.0,6.0,1.0,1,1,0
2004-01-04,22.0,44.04,89.84,1005.84,3.58,27.7,1.44,0.0,0.0,3.72,141.23,3.34,0.0,80.19,16.08,26.8,0.0,6.0,1.0,1,1,0
2004-01-04,23.0,42.44,91.62,1007.0,4.01,20.55,1.69,0.0,0.0,0.0,41.62,0.0,0.0,0.0,5.36,21.44,0.0,6.0,1.0,1,1,0
2004-01-04,24.0,40.8,92.23,1007.35,4.28,22.87,0.42,0.0,0.0,0.0,38.94,0.0,0.0,0.0,2.68,21.44,0.0,6.0,1.0,1,1,0
2004-01-05,1.0,39.43,91.66,1007.01,4.11,32.8,0.07,0.0,0.0,0.0,40.46,0.2,0.0,1.33,2.68,21.44,0.0,0.0,1.0,0,1,0
2004-01-05,2.0,38.53,91.41,1006.58,3.75,42.48,0.06,0.0,0.0,0.0,47.19,0.98,0.07,7.21,2.68,21.44,0.0,0.0,1.0,0,1,0
2004-01-05,3.0,37.89,91.51,1005.56,3.78,57.52,0.23,0.03,0.0,0.0,47.26,0.78,0.0,7.54,2.68,21.44,0.0,0.0,1.0,0,1,0
2004-01-05,4.0,37.62,91.93,1004.68,3.39,71.18,0.48,0.3,0.0,0.0,50.25,0.98,0.0,10.34,2.68,21.44,0.0,0.0,1.0,0,1,0
2004-01-05,5.0,37.62,92.43,1004.53,2.82,71.03,0.69,0.52,0.0,0.0,49.62,0.78,0.0,9.9,2.68,21.44,0.0,0.0,1.0,0,1,0
2004-01-05,6.0,37.31,93.24,1004.76,2.87,54.69,1.08,0.92,0.0,0.0,55.25,0.98,0.0,12.66,5.36,21.44,0.0,0.0,1.0,0,1,0
2004-01-05,7.0,36.91,93.78,1005.09,3.6,45.72,1.09,0.49,0.01,0.0,219.59,3.34,9.98,164.66,5.36,21.44,0.0,0.0,1.0,0,1,0
2004-01-05,8.0,36.48,94.32,1004.51,4.26,50.09,0.33,0.07,0.01,0.0,178.54,3.34,0.0,121.49,16.08,32.68,0.0,0.0,1.0,0,1,1
2004-01-05,9.0,36.19,94.31,1003.55,4.83,57.05,0.51,0.76,0.01,0.0,188.48,3.34,0.0,66.49,48.25,70.4,0.0,0.0,1.0,0,1,1
2004-01-05,10.0,35.78,94.29,1003.33,4.93,60.49,0.89,1.35,0.01,0.0,161.41,3.34,0.0,47.76,48.25,62.05,0.0,0.0,1.0,0,1,1
2004-01-05,11.0,35.53,94.24,1003.12,4.89,64.24,0.77,0.98,0.02,0.0,154.6,3.34,0.0,42.88,48.25,60.13,0.0,0.0,1.0,0,1,1
2004-01-05,12.0,35.37,94.59,1002.74,4.78,66.96,0.62,0.64,0.02,0.0,152.64,3.41,0.0,38.92,48.25,62.05,0.0,0.0,1.0,0,1,1
2004-01-05,13.0,35.58,94.56,1002.6,4.41,67.03,0.94,1.5,0.02,2.83,153.37,3.42,0.0,40.18,48.25,61.51,0.0,0.0,1.0,0,1,1
2004-01-05,14.0,36.1,93.88,1002.92,4.25,65.06,1.73,0.9,0.02,20.74,147.17,3.48,0.0,31.77,48.25,63.66,0.0,0.0,1.0,0,1,1
2004-01-05,15.0,36.7,93.64,1002.27,4.32,74.05,1.15,0.06,0.02,48.65,137.29,3.38,0.0,25.52,48.25,60.13,0.0,0.0,1.0,0,1,1
2004-01-05,16.0,37.67,93.07,1001.84,3.99,80.59,1.01,0.02,0.02,100.67,134.97,3.34,0.0,23.25,48.25,60.13,0.0,0.0,1.0,0,1,1
2004-01-05,17.0,38.14,93.67,1000.78,3.55,80.29,1.61,0.11,0.02,69.02,152.14,3.34,0.0,30.13,48.25,63.02,0.0,0.0,1.0,0,1,1
2004-01-05,18.0,38.35,94.03,1000.0,3.08,69.24,1.9,0.1,0.02,62.3,160.77,3.39,0.0,42.24,37.53,62.79,0.0,0.0,1.0,0,1,0
2004-01-05,19.0,38.43,94.12,999.43,2.9,56.59,0.76,0.04,0.02,55.88,135.45,3.34,0.0,54.47,26.8,36.02,0.0,0.0,1.0,0,1,0
2004-01-05,20.0,38.23,94.56,999.63,2.38,38.55,0.71,0.01,0.02,31.78,136.92,3.34,0.0,58.51,26.8,33.45,0.0,0.0,1.0,0,1,0
2004-01-05,21.0,37.89,94.8,1000.19,2.2,21.0,0.72,0.0,0.02,11.65,131.73,3.34,0.0,69.41,16.08,28.09,0.0,0.0,1.0,0,1,0
2004-01-05,22.0,37.51,94.76,1000.61,2.12,14.51,0.4,0.0,0.02,1.6,135.4,3.34,0.0,74.36,16.08,26.8,0.0,0.0,1.0,0,1,0
2004-01-05,23.0,36.9,95.25,1000.21,1.94,16.38,0.08,0.0,0.02,0.0,41.62,0.0,0.0,0.0,5.36,21.44,0.0,0.0,1.0,0,1,0
2004-01-05,24.0,36.18,95.81,1000.55,1.63,344.59,0.03,0.0,0.02,0.0,38.94,0.0,0.0,0.0,2.68,21.44,0.0,0.0,1.0,0,1,0
2004-01-06,1.0,35.78,95.51,1001.11,2.22,314.71,0.01,0.0,0.02,0.0,38.94,0.0,0.0,0.0,2.68,21.44,0.0,1.0,1.0,0,1,0
2004-01-06,2.0,35.4,95.1,1002.11,3.07,296.51,0.0,0.0,0.02,0.0,43.23,0.59,0.0,3.71,2.68,21.44,0.0,1.0,1.0,0,1,0
2004-01-06,3.0,34.88,95.01,1002.93,3.72,295.11,0.0,0.0,0.02,0.0,45.93,0.78,0.0,6.21,2.68,21.44,0.0,1.0,1.0,0,1,0
2004-01-06,4.0,34.32,94.53,1002.91,4.08,299.08,0.0,0.0,0.02,0.0,49.01,0.98,0.0,9.1,2.68,21.44,0.0,1.0,1.0,0,1,0
2004-01-06,5.0,33.87,93.36,1002.97,4.53,302.09,0.0,0.0,0.02,0.0,48.7,0.78,0.0,8.98,2.68,21.44,0.0,1.0,1.0,0,1,0
2004-01-06,6.0,32.76,91.82,1003.56,4.84,304.35,0.0,0.0,0.02,0.0,54.23,0.98,0.0,11.63,5.36,21.44,0.0,1.0,1.0,0,1,0
2004-01-06,7.0,30.81,89.81,1004.48,4.91,304.7,0.0,0.0,0.02,0.0,213.34,3.34,10.15,158.24,5.36,21.44,0.0,1.0,1.0,0,1,0
2004-01-06,8.0,29.1,88.53,1005.24,4.8,302.2,0.0,0.0,0.02,0.0,174.88,3.34,0.0,117.84,16.08,32.68,0.0,1.0,1.0,0,1,1
2004-01-06,9.0,28.27,88.05,1005.78,4.58,297.94,0.0,0.0,0.02,0.0,187.63,3.34,0.0,65.63,48.25,70.4,0.0,1.0,1.0,0,1,1
2004-01-06,10.0,27.64,88.15,1006.31,4.36,293.84,0.0,0.0,0.02,0.0,160.54,3.34,0.0,46.89,48.25,62.05,0.0,1.0,1.0,0,1,1
2004-01-06,11.0,27.37,88.17,1006.89,4.25,291.51,0.0,0.0,0.02,0.0,153.56,3.34,0.0,41.84,48.25,60.13,0.0,1.0,1.0,0,1,1
2004-01-06,12.0,27.41,87.64,1007.42,4.31,291.71,0.0,0.0,0.02,0.0,154.33,3.34,0.0,40.68,48.25,62.05,0.0,1.0,1.0,0,1,1
2004-01-06,13.0,27.57,86.99,1008.04,4.3,292.56,0.0,0.0,0.02,21.41,162.32,3.34,0.0,49.22,48.25,61.51,0.0,1.0,1.0,0,1,1
2004-01-06,14.0,30.15,82.8,1008.71,4.47,292.05,0.0,0.0,0.02,139.84,159.26,3.34,0.0,44.0,48.25,63.66,0.0,1.0,1.0,0,1,1
2004-01-06,15.0,32.95,76.17,1009.13,4.93,294.17,0.0,0.0,0.02,275.71,155.84,3.34,0.0,44.12,48.25,60.13,0.0,1.0,1.0,0,1,1
2004-01-06,16.0,34.34,70.5,1008.95,5.29,294.96,0.0,0.0,0.02,381.54,154.91,3.34,0.0,43.19,48.25,60.13,0.0,1.0,1.0,0,1,1
2004-01-06,17.0,35.29,66.7,1008.21,5.26,289.79,0.0,0.0,0.02,442.73,164.79,3.34,0.0,42.77,48.25,63.02,0.0,1.0,1.0,0,1,1
2004-01-06,18.0,36.0,64.57,1007.55,5.28,282.48,0.0,0.0,0.02,445.29,167.95,3.35,0.0,49.46,37.53,62.79,0.0,1.0,1.0,0,1,0
2004-01-06,19.0,36.28,64.63,1007.37,5.49,275.24,0.0,0.0,0.02,366.73,140.0,3.34,0.0,59.03,26.8,36.02,0.0,1.0,1.0,0,1,0
2004-01-06,20.0,35.94,66.98,1007.49,5.66,270.78,0.0,0.0,0.02,216.44,140.0,3.34,0.0,61.6,26.8,33.45,0.0,1.0,1.0,0,1,0
2004-01-06,21.0,34.9,71.05,1007.84,5.97,271.61,0.01,0.01,0.02,91.7,134.35,3.34,0.0,72.03,16.08,28.09,0.0,1.0,1.0,0,1,0
2004-01-06,22.0,32.85,74.09,1008.72,7.05,279.68,0.01,0.01,0.02,8.68,136.52,3.34,0.0,75.48,16.08,26.8,0.0,1.0,1.0,0,1,0
2004-01-06,23.0,30.13,73.55,1009.95,8.02,289.14,0.0,0.0,0.02,0.0,41.62,0.0,0.0,0.0,5.36,21.44,0.0,1.0,1.0,0,1,0
2004-01-06,24.0,27.28,71.51,1011.16,8.04,296.07,0.0,0.0,0.02,0.0,38.94,0.0,0.0,0.0,2.68,21.44,0.0,1.0,1.0,0,1,0
2004-01-07,1.0,25.34,69.82,1012.17,7.82,301.54,0.0,0.0,0.02,0.0,33.58,0.0,0.0,0.0,2.68,16.08,0.0,2.0,1.0,0,1,0
2004-01-07,2.0,23.65,69.31,1012.79,7.47,306.05,0.0,0.0,0.02,0.0,33.58,0.0,0.0,0.0,2.68,16.08,0.0,2.0,1.0,0,1,0
2004-01-07,3.0,22.03,70.84,1012.98,6.8,307.46,0.0,0.0,0.02,0.0,33.58,0.0,0.0,0.0,2.68,16.08,0.0,2.0,1.0,0,1,0
2004-01-07,4.0,20.73,72.42,1012.98,6.09,304.68,0.0,0.0,0.02,0.0,33.58,0.0,0.0,0.0,2.68,16.08,0.0,2.0,1.0,0,1,0
2004-01-07,5.0,19.87,73.45,1012.94,5.44,299.14,0.0,0.0,0.02,0.0,33.58,0.0,0.0,0.0,2.68,16.08,0.0,2.0,1.0,0,1,0
2004-01-07,6.0,19.72,73.0,1012.79,5.25,291.38,0.0,0.0,0.02,0.0,38.05,0.59,0.2,3.69,2.68,16.08,0.0,2.0,1.0,0,1,0
2004-01-07,7.0,19.89,71.99,1012.91,5.59,284.04,0.0,0.0,0.02,0.0,190.9,3.34,11.3,134.64,5.36,21.44,0.0,2.0,1.0,0,1,0
2004-01-07,8.0,20.17,70.21,1012.89,6.47,281.86,0.0,0.0,0.02,0.0,146.19,3.34,0.0,105.96,5.36,26.58,0.0,2.0,1.0,0,1,1
2004-01-07,9.0,19.62,69.31,1012.83,7.16,284.3,0.0,0.0,0.02,0.0,139.84,3.34,0.0,78.39,26.8,31.3,0.0,2.0,1.0,0,1,1
